epoch,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
2.0,1.120043158531189,0.6648106904231625,0.6765805671059492,0.6632821079145943,0.6639281042202982
3.0,1.1092829704284668,0.6603563474387528,0.6663191210592768,0.6582396891435003,0.6573172386805907
4.0,1.1319098472595215,0.6614699331848553,0.6717395240767773,0.6600456754513016,0.660191112534872
5.0,1.1323260068893433,0.6525612472160356,0.6540375797113396,0.6491608983060888,0.6454318930980104
6.0,1.1760962009429932,0.6614699331848553,0.6725878952902281,0.6608071797373067,0.6577740292621218
7.0,1.1013092994689941,0.6748329621380846,0.6781270579555386,0.6722754223452954,0.6709688574955041
8.0,1.1354548931121826,0.6636971046770601,0.6759187837929831,0.6620411611260069,0.6617594263108593
9.0,1.1289613246917725,0.6625835189309577,0.6690834896083409,0.6608501161436733,0.6592027784731525
10.0,1.0987639427185059,0.6614699331848553,0.668468757004244,0.6609263255111713,0.6597661799484312
11.0,1.1296720504760742,0.6692650334075724,0.6795330480325213,0.6676558666286434,0.666445154859996
12.0,1.1513984203338623,0.6469933184855234,0.6587496414736749,0.6455476785386041,0.6441594101795155
13.0,1.14226496219635,0.6570155902004454,0.670071337211882,0.6561745413301674,0.6546457609761359
14.0,1.1103953123092651,0.6648106904231625,0.6745966956651536,0.6636261627373243,0.6631673692873106
15.0,1.129908561706543,0.6681514476614699,0.6794528813581517,0.6668698800681558,0.667556181831979
16.0,1.2011032104492188,0.6536748329621381,0.6710974833334196,0.65271398445491,0.6500897916421623
17.0,1.1126843690872192,0.6592427616926503,0.6626935814310068,0.6569409374137142,0.655851885341591
18.0,1.1702170372009277,0.6503340757238307,0.6641381632585205,0.6497535606823266,0.6498504106134806
19.0,1.0955363512039185,0.6648106904231625,0.6712052982601864,0.6632020218476662,0.6628530989943401
20.0,1.131163239479065,0.6603563474387528,0.6691195719970321,0.658810270561178,0.6565089241272025
21.0,1.1059963703155518,0.6737193763919822,0.6822220287384992,0.6735963206648325,0.6718573131945288
22.0,1.1528136730194092,0.6514476614699332,0.6579267732242112,0.6503079274091071,0.6472557051063329
23.0,1.1933659315109253,0.6391982182628062,0.654503478315283,0.6378314082107185,0.6370666259163584
24.0,1.1480364799499512,0.6514476614699332,0.6566994710198744,0.6504091005529298,0.6474277392431418
25.0,1.1086846590042114,0.6636971046770601,0.6749764715876126,0.6616343840481771,0.6608464267858198
26.0,1.2710670232772827,0.6369710467706013,0.6629364810532732,0.6371884143553835,0.6349504347128767
27.0,1.117807149887085,0.6648106904231625,0.6766435075190899,0.6647010777777566,0.6633638467418734
28.0,1.108035683631897,0.6625835189309577,0.6677601899009834,0.6607848962758218,0.6585962283926585
29.0,1.1648956537246704,0.6603563474387528,0.6762552318929846,0.6607589759722247,0.6581731983602258
30.0,1.1276096105575562,0.6614699331848553,0.6699764751324182,0.6586357759638158,0.6579601433592239
